0023_20E3	keycap: #
1F937_1F3FB	person shrugging: light skin tone
1F937_1F3FB_200D_2640	woman shrugging: light skin tone
1F937_1F3FB_200D_2642	man shrugging: light skin tone
1F937_1F3FC	person shrugging: medium-light skin tone
1F937_1F3FC_200D_2640	woman shrugging: medium-light skin tone
1F937_1F3FC_200D_2642	man shrugging: medium-light skin tone
1F937_1F3FD	person shrugging: medium skin tone
1F937_1F3FD_200D_2640	woman shrugging: medium skin tone
1F937_1F3FD_200D_2642	man shrugging: medium skin tone
1F937_1F3FE	person shrugging: medium-dark skin tone
1F937_1F3FE_200D_2640	woman shrugging: medium-dark skin tone
1F937_1F3FE_200D_2642	man shrugging: medium-dark skin tone
1F937_1F3FF	person shrugging: dark skin tone
1F937_1F3FF_200D_2640	woman shrugging: dark skin tone
1F937_1F3FF_200D_2642	man shrugging: dark skin tone
1F938_200D_2640	woman cartwheeling
1F938_200D_2642	man cartwheeling
1F938_1F3FB	person cartwheeling: light skin tone
1F938_1F3FB_200D_2640	woman cartwheeling: light skin tone
1F938_1F3FB_200D_2642	man cartwheeling: light skin tone
1F938_1F3FC	person cartwheeling: medium-light skin tone
1F938_1F3FC_200D_2640	woman cartwheeling: medium-light skin tone
1F938_1F3FC_200D_2642	man cartwheeling: medium-light skin tone
1F938_1F3FD	person cartwheeling: medium skin tone
1F938_1F3FD_200D_2640	woman cartwheeling: medium skin tone
1F938_1F3FD_200D_2642	man cartwheeling: medium skin tone
1F938_1F3FE	person cartwheeling: medium-dark skin tone
1F938_1F3FE_200D_2640	woman cartwheeling: medium-dark skin tone
1F938_1F3FE_200D_2642	man cartwheeling: medium-dark skin tone
1F938_1F3FF	person cartwheeling: dark skin tone
1F938_1F3FF_200D_2640	woman cartwheeling: dark skin tone
1F938_1F3FF_200D_2642	man cartwheeling: dark skin tone
1F939_200D_2640	woman juggling
1F939_200D_2642	man juggling
1F939_1F3FB	person juggling: light skin tone
1F939_1F3FB_200D_2640	woman juggling: light skin tone
1F939_1F3FB_200D_2642	man juggling: light skin tone
1F939_1F3FC	person juggling: medium-light skin tone
1F939_1F3FC_200D_2640	woman juggling: medium-light skin tone
1F939_1F3FC_200D_2642	man juggling: medium-light skin tone
1F939_1F3FD	person juggling: medium skin tone
1F939_1F3FD_200D_2640	woman juggling: medium skin tone
1F939_1F3FD_200D_2642	man juggling: medium skin tone
1F939_1F3FE	person juggling: medium-dark skin tone
1F939_1F3FE_200D_2640	woman juggling: medium-dark skin tone
1F939_1F3FE_200D_2642	man juggling: medium-dark skin tone
1F939_1F3FF	person juggling: dark skin tone
1F939_1F3FF_200D_2640	woman juggling: dark skin tone
1F939_1F3FF_200D_2642	man juggling: dark skin tone
1F93C_200D_2640	women wrestling
1F93C_200D_2642	men wrestling
1F93C_1F3FB	people wrestling: light skin tone
1F93C_1F3FB_200D_2640	women wrestling: light skin tone
1F93C_1F3FB_200D_2642	men wrestling: light skin tone
1F93C_1F3FC	people wrestling: medium-light skin tone
1F93C_1F3FC_200D_2640	women wrestling: medium-light skin tone
1F93C_1F3FC_200D_2642	men wrestling: medium-light skin tone
1F93C_1F3FD	people wrestling: medium skin tone
1F93C_1F3FD_200D_2640	women wrestling: medium skin tone
1F93C_1F3FD_200D_2642	men wrestling: medium skin tone
1F93C_1F3FE	people wrestling: medium-dark skin tone
1F93C_1F3FE_200D_2640	women wrestling: medium-dark skin tone
1F93C_1F3FE_200D_2642	men wrestling: medium-dark skin tone
1F93C_1F3FF	people wrestling: dark skin tone
1F93C_1F3FF_200D_2640	women wrestling: dark skin tone
1F93C_1F3FF_200D_2642	men wrestling: dark skin tone
1F93D_200D_2640	woman playing water polo
1F93D_200D_2642	man playing water polo
1F93D_1F3FB	person playing water polo: light skin tone
1F93D_1F3FB_200D_2640	woman playing water polo: light skin tone
1F93D_1F3FB_200D_2642	man playing water polo: light skin tone
1F93D_1F3FC	person playing water polo: medium-light skin tone
1F93D_1F3FC_200D_2640	woman playing water polo: medium-light skin tone
1F93D_1F3FC_200D_2642	man playing water polo: medium-light skin tone
1F93D_1F3FD	person playing water polo: medium skin tone
1F93D_1F3FD_200D_2640	woman playing water polo: medium skin tone
1F93D_1F3FD_200D_2642	man playing water polo: medium skin tone
1F93D_1F3FE	person playing water polo: medium-dark skin tone
1F93D_1F3FE_200D_2640	woman playing water polo: medium-dark skin tone
1F93D_1F3FE_200D_2642	man playing water polo: medium-dark skin tone
1F93D_1F3FF	person playing water polo: dark skin tone
1F93D_1F3FF_200D_2640	woman playing water polo: dark skin tone
1F93D_1F3FF_200D_2642	man playing water polo: dark skin tone
1F93E_200D_2640	woman playing handball
1F93E_200D_2642	man playing handball
1F93E_1F3FB	person playing handball: light skin tone
1F93E_1F3FB_200D_2640	woman playing handball: light skin tone
1F93E_1F3FB_200D_2642	man playing handball: light skin tone
1F93E_1F3FC	person playing handball: medium-light skin tone
1F93E_1F3FC_200D_2640	woman playing handball: medium-light skin tone
1F93E_1F3FC_200D_2642	man playing handball: medium-light skin tone
1F93E_1F3FD	person playing handball: medium skin tone
1F93E_1F3FD_200D_2640	woman playing handball: medium skin tone
1F93E_1F3FD_200D_2642	man playing handball: medium skin tone
1F93E_1F3FE	person playing handball: medium-dark skin tone
1F93E_1F3FE_200D_2640	woman playing handball: medium-dark skin tone
1F93E_1F3FE_200D_2642	man playing handball: medium-dark skin tone
1F93E_1F3FF	person playing handball: dark skin tone
1F93E_1F3FF_200D_2640	woman playing handball: dark skin tone
1F93E_1F3FF_200D_2642	man playing handball: dark skin tone
1F977_1F3FB	ninja: light skin tone
1F977_1F3FC	ninja: medium-light skin tone
1F977_1F3FD	ninja: medium skin tone
1F977_1F3FE	ninja: medium-dark skin tone
1F977_1F3FF	ninja: dark skin tone
1F9B5_1F3FB	leg: light skin tone
1F9B5_1F3FC	leg: medium-light skin tone
1F9B5_1F3FD	leg: medium skin tone
1F9B5_1F3FE	leg: medium-dark skin tone
1F9B5_1F3FF	leg: dark skin tone
1F9B6_1F3FB	foot: light skin tone
1F9B6_1F3FC	foot: medium-light skin tone
1F9B6_1F3FD	foot: medium skin tone
1F9B6_1F3FE	foot: medium-dark skin tone
1F9B6_1F3FF	foot: dark skin tone
1F9B8_200D_2640	woman superhero
1F9B8_200D_2642	man superhero
1F9B8_1F3FB	superhero: light skin tone
1F9B8_1F3FB_200D_2640	woman superhero: light skin tone
1F9B8_1F3FB_200D_2642	man superhero: light skin tone
1F9B8_1F3FC	superhero: medium-light skin tone
1F9B8_1F3FC_200D_2640	woman superhero: medium-light skin tone
1F9B8_1F3FC_200D_2642	man superhero: medium-light skin tone
1F9B8_1F3FD	superhero: medium skin tone
1F9B8_1F3FD_200D_2640	woman superhero: medium skin tone
1F9B8_1F3FD_200D_2642	man superhero: medium skin tone
1F9B8_1F3FE	superhero: medium-dark skin tone
1F9B8_1F3FE_200D_2640	woman superhero: medium-dark skin tone
1F9B8_1F3FE_200D_2642	man superhero: medium-dark skin tone
1F9B8_1F3FF	superhero: dark skin tone
1F9B8_1F3FF_200D_2640	woman superhero: dark skin tone
1F9B8_1F3FF_200D_2642	man superhero: dark skin tone
1F9B9_200D_2640	woman supervillain
1F9B9_200D_2642	man supervillain
1F9B9_1F3FB	supervillain: light skin tone
1F9B9_1F3FB_200D_2640	woman supervillain: light skin tone
1F9B9_1F3FB_200D_2642	man supervillain: light skin tone
1F9B9_1F3FC	supervillain: medium-light skin tone
1F9B9_1F3FC_200D_2640	woman supervillain: medium-light skin tone
1F9B9_1F3FC_200D_2642	man supervillain: medium-light skin tone
1F9B9_1F3FD	supervillain: medium skin tone
1F9B9_1F3FD_200D_2640	woman supervillain: medium skin tone
1F9B9_1F3FD_200D_2642	man supervillain: medium skin tone
1F9B9_1F3FE	supervillain: medium-dark skin tone
1F9B9_1F3FE_200D_2640	woman supervillain: medium-dark skin tone
1F9B9_1F3FE_200D_2642	man supervillain: medium-dark skin tone
1F9B9_1F3FF	supervillain: dark skin tone
1F9B9_1F3FF_200D_2640	woman supervillain: dark skin tone
1F9B9_1F3FF_200D_2642	man supervillain: dark skin tone
1F9BB_1F3FB	ear with hearing aid: light skin tone
1F9BB_1F3FC	ear with hearing aid: medium-light skin tone
1F9BB_1F3FD	ear with hearing aid: medium skin tone
1F9BB_1F3FE	ear with hearing aid: medium-dark skin tone
1F9BB_1F3FF	ear with hearing aid: dark skin tone
1F9CD_200D_2640	woman standing
1F9CD_200D_2642	man standing
1F9CD_1F3FB	person standing: light skin tone
1F9CD_1F3FB_200D_2640	woman standing: light skin tone
1F9CD_1F3FB_200D_2642	man standing: light skin tone
1F9CD_1F3FC	person standing: medium-light skin tone
1F9CD_1F3FC_200D_2640	woman standing: medium-light skin tone
1F9CD_1F3FC_200D_2642	man standing: medium-light skin tone
1F9CD_1F3FD	person standing: medium skin tone
1F9CD_1F3FD_200D_2640	woman standing: medium skin tone
1F9CD_1F3FD_200D_2642	man standing: medium skin tone
1F9CD_1F3FE	person standing: medium-dark skin tone
1F9CD_1F3FE_200D_2640	woman standing: medium-dark skin tone
1F9CD_1F3FE_200D_2642	man standing: medium-dark skin tone
1F9CD_1F3FF	person standing: dark skin tone
1F9CD_1F3FF_200D_2640	woman standing: dark skin tone
1F9CD_1F3FF_200D_2642	man standing: dark skin tone
1F9CE_200D_2640	woman kneeling
1F9CE_200D_2640_200D_27A1	woman kneeling: facing right
1F9CE_200D_2642	man kneeling
1F9CE_200D_2642_200D_27A1	man kneeling: facing right
1F9CE_200D_27A1	person kneeling: facing right
1F9CE_1F3FB	person kneeling: light skin tone
1F9CE_1F3FB_200D_2640	woman kneeling: light skin tone
1F9CE_1F3FB_200D_2640_200D_27A1	woman kneeling: light skin tone, facing right
1F9CE_1F3FB_200D_2642	man kneeling: light skin tone
1F9CE_1F3FB_200D_2642_200D_27A1	man kneeling: light skin tone, facing right
1F9CE_1F3FB_200D_27A1	person kneeling: light skin tone, facing right
1F9CE_1F3FC	person kneeling: medium-light skin tone
1F9CE_1F3FC_200D_2640	woman kneeling: medium-light skin tone
1F9CE_1F3FC_200D_2640_200D_27A1	woman kneeling: medium-light skin tone, facing right
1F9CE_1F3FC_200D_2642	man kneeling: medium-light skin tone
1F9CE_1F3FC_200D_2642_200D_27A1	man kneeling: medium-light skin tone, facing right
1F9CE_1F3FC_200D_27A1	person kneeling: medium-light skin tone, facing right
1F9CE_1F3FD	person kneeling: medium skin tone
1F9CE_1F3FD_200D_2640	woman kneeling: medium skin tone
1F9CE_1F3FD_200D_2640_200D_27A1	woman kneeling: medium skin tone, facing right
1F9CE_1F3FD_200D_2642	man kneeling: medium skin tone
1F9CE_1F3FD_200D_2642_200D_27A1	man kneeling: medium skin tone, facing right
1F9CE_1F3FD_200D_27A1	person kneeling: medium skin tone, facing right
1F9CE_1F3FE	person kneeling: medium-dark skin tone
1F9CE_1F3FE_200D_2640	woman kneeling: medium-dark skin tone
1F9CE_1F3FE_200D_2640_200D_27A1	woman kneeling: medium-dark skin tone, facing right
1F9CE_1F3FE_200D_2642	man kneeling: medium-dark skin tone
1F9CE_1F3FE_200D_2642_200D_27A1	man kneeling: medium-dark skin tone, facing right
1F9CE_1F3FE_200D_27A1	person kneeling: medium-dark skin tone, facing right
1F9CE_1F3FF	person kneeling: dark skin tone
1F9CE_1F3FF_200D_2640	woman kneeling: dark skin tone
1F9CE_1F3FF_200D_2640_200D_27A1	woman kneeling: dark skin tone, facing right
1F9CE_1F3FF_200D_2642	man kneeling: dark skin tone
1F9CE_1F3FF_200D_2642_200D_27A1	man kneeling: dark skin tone, facing right
1F9CE_1F3FF_200D_27A1	person kneeling: dark skin tone, facing right
1F9CF_200D_2640	deaf woman
1F9CF_200D_2642	deaf man
1F9CF_1F3FB	deaf person: light skin tone
1F9CF_1F3FB_200D_2640	deaf woman: light skin tone
1F9CF_1F3FB_200D_2642	deaf man: light skin tone
1F9CF_1F3FC	deaf person: medium-light skin tone
1F9CF_1F3FC_200D_2640	deaf woman: medium-light skin tone
1F9CF_1F3FC_200D_2642	deaf man: medium-light skin tone
1F9CF_1F3FD	deaf person: medium skin tone
1F9CF_1F3FD_200D_2640	deaf woman: medium skin tone
1F9CF_1F3FD_200D_2642	deaf man: medium skin tone
1F9CF_1F3FE	deaf person: medium-dark skin tone
1F9CF_1F3FE_200D_2640	deaf woman: medium-dark skin tone
1F9CF_1F3FE_200D_2642	deaf man: medium-dark skin tone
1F9CF_1F3FF	deaf person: dark skin tone
1F9CF_1F3FF_200D_2640	deaf woman: dark skin tone
1F9CF_1F3FF_200D_2642	deaf man: dark skin tone
1F9D1_200D_2695	health worker
1F9D1_200D_2696	judge
1F9D1_200D_2708	pilot
1F9D1_200D_1F33E	farmer
1F9D1_200D_1F373	cook
1F9D1_200D_1F37C	person feeding baby
1F9D1_200D_1F384	Mx Claus
1F9D1_200D_1F393	student
1F9D1_200D_1F3A4	singer
1F9D1_200D_1F3A8	artist
1F9D1_200D_1F3EB	teacher
1F9D1_200D_1F3ED	factory worker
1F9D1_200D_1F4BB	technologist
1F9D1_200D_1F4BC	office worker
1F9D1_200D_1F527	mechanic
1F9D1_200D_1F52C	scientist
1F9D1_200D_1F680	astronaut
1F9D1_200D_1F692	firefighter
1F9D1_200D_1F91D_200D_1F9D1	people holding hands
1F9D1_200D_1F9AF	person with white cane
1F9D1_200D_1F9AF_200D_27A1	person with white cane: facing right
1F9D1_200D_1F9B0	person: red hair
1F9D1_200D_1F9B1	person: curly hair
1F9D1_200D_1F9B2	person: bald
1F9D1_200D_1F9B3	person: white hair
1F9D1_200D_1F9BC	person in motorized wheelchair
1F9D1_200D_1F9BC_200D_27A1	person in motorized wheelchair: facing right
1F9D1_200D_1F9BD	person in manual wheelchair
1F9D1_200D_1F9BD_200D_27A1	person in manual wheelchair: facing right
1F9D1_200D_1F9D1_200D_1F9D2	family: adult, adult, child
1F9D1_200D_1F9D1_200D_1F9D2_200D_1F9D2	family: adult, adult, child, child
1F9D1_200D_1F9D2	family: adult, child
1F9D1_200D_1F9D2_200D_1F9D2	family: adult, child, child
1F9D1_200D_1FA70	ballet dancer
1F9D1_1F3FB	person: light skin tone
1F9D1_1F3FB_200D_2695	health worker: light skin tone
1F9D1_1F3FB_200D_2696	judge: light skin tone
1F9D1_1F3FB_200D_2708	pilot: light skin tone
1F9D1_1F3FB_200D_2764_200D_1F48B_200D_1F9D1_1F3FC	kiss: person, person, light skin tone, medium-light skin tone
1F9D1_1F3FB_200D_2764_200D_1F48B_200D_1F9D1_1F3FD	kiss: person, person, light skin tone, medium skin tone
1F9D1_1F3FB_200D_2764_200D_1F48B_200D_1F9D1_1F3FE	kiss: person, person, light skin tone, medium-dark skin tone
1F9D1_1F3FB_200D_2764_200D_1F48B_200D_1F9D1_1F3FF	kiss: person, person, light skin tone, dark skin tone
1F9D1_1F3FB_200D_2764_200D_1F9D1_1F3FC	couple with heart: person, person, light skin tone, medium-light skin tone
1F9D1_1F3FB_200D_2764_200D_1F9D1_1F3FD	couple with heart: person, person, light skin tone, medium skin tone
1F9D1_1F3FB_200D_2764_200D_1F9D1_1F3FE	couple with heart: person, person, light skin tone, medium-dark skin tone
1F9D1_1F3FB_200D_2764_200D_1F9D1_1F3FF	couple with heart: person, person, light skin tone, dark skin tone
1F9D1_1F3FB_200D_1F33E	farmer: light skin tone
1F9D1_1F3FB_200D_1F373	cook: light skin tone
1F9D1_1F3FB_200D_1F37C	person feeding baby: light skin tone
1F9D1_1F3FB_200D_1F384	Mx Claus: light skin tone
1F9D1_1F3FB_200D_1F393	student: light skin tone
1F9D1_1F3FB_200D_1F3A4	singer: light skin tone
1F9D1_1F3FB_200D_1F3A8	artist: light skin tone
1F9D1_1F3FB_200D_1F3EB	teacher: light skin tone
1F9D1_1F3FB_200D_1F3ED	factory worker: light skin tone
1F9D1_1F3FB_200D_1F430_200D_1F9D1_1F3FC	people with bunny ears: light skin tone, medium-light skin tone
1F9D1_1F3FB_200D_1F430_200D_1F9D1_1F3FD	people with bunny ears: light skin tone, medium skin tone
1F9D1_1F3FB_200D_1F430_200D_1F9D1_1F3FE	people with bunny ears: light skin tone, medium-dark skin tone
1F9D1_1F3FB_200D_1F430_200D_1F9D1_1F3FF	people with bunny ears: light skin tone, dark skin tone
1F9D1_1F3FB_200D_1F4BB	technologist: light skin tone
1F9D1_1F3FB_200D_1F4BC	office worker: light skin tone
1F9D1_1F3FB_200D_1F527	mechanic: light skin tone
1F9D1_1F3FB_200D_1F52C	scientist: light skin tone
1F9D1_1F3FB_200D_1F680	astronaut: light skin tone
1F9D1_1F3FB_200D_1F692	firefighter: light skin tone
1F9D1_1F3FB_200D_1F91D_200D_1F9D1_1F3FB	people holding hands: light skin tone
1F9D1_1F3FB_200D_1F91D_200D_1F9D1_1F3FC	people holding hands: light skin tone, medium-light skin tone
1F9D1_1F3FB_200D_1F91D_200D_1F9D1_1F3FD	people holding hands: light skin tone, medium skin tone
1F9D1_1F3FB_200D_1F91D_200D_1F9D1_1F3FE	people holding hands: light skin tone, medium-dark skin tone
1F9D1_1F3FB_200D_1F91D_200D_1F9D1_1F3FF	people holding hands: light skin tone, dark skin tone
1F9D1_1F3FB_200D_1F9AF	person with white cane: light skin tone
1F9D1_1F3FB_200D_1F9AF_200D_27A1	person with white cane: light skin tone, facing right
1F9D1_1F3FB_200D_1F9B0	person: light skin tone, red hair
1F9D1_1F3FB_200D_1F9B1	person: light skin tone, curly hair
1F9D1_1F3FB_200D_1F9B2	person: light skin tone, bald
1F9D1_1F3FB_200D_1F9B3	person: light skin tone, white hair
1F9D1_1F3FB_200D_1F9BC	person in motorized wheelchair: light skin tone
1F9D1_1F3FB_200D_1F9BC_200D_27A1	person in motorized wheelchair: light skin tone, facing right
1F9D1_1F3FB_200D_1F9BD	person in manual wheelchair: light skin tone
1F9D1_1F3FB_200D_1F9BD_200D_27A1	person in manual wheelchair: light skin tone, facing right
1F9D1_1F3FB_200D_1FA70	ballet dancer: light skin tone
1F9D1_1F3FB_200D_1FAEF_200D_1F9D1_1F3FC	people wrestling: light skin tone, medium-light skin tone
1F9D1_1F3FB_200D_1FAEF_200D_1F9D1_1F3FD	people wrestling: light skin tone, medium skin tone
1F9D1_1F3FB_200D_1FAEF_200D_1F9D1_1F3FE	people wrestling: light skin tone, medium-dark skin tone
1F9D1_1F3FB_200D_1FAEF_200D_1F9D1_1F3FF	people wrestling: light skin tone, dark skin tone
1F9D1_1F3FC	person: medium-light skin tone
1F9D1_1F3FC_200D_2695	health worker: medium-light skin tone
1F9D1_1F3FC_200D_2696	judge: medium-light skin tone
1F9D1_1F3FC_200D_2708	pilot: medium-light skin tone
1F9D1_1F3FC_200D_2764_200D_1F48B_200D_1F9D1_1F3FB	kiss: person, person, medium-light skin tone, light skin tone
1F9D1_1F3FC_200D_2764_200D_1F48B_200D_1F9D1_1F3FD	kiss: person, person, medium-light skin tone, medium skin tone
1F9D1_1F3FC_200D_2764_200D_1F48B_200D_1F9D1_1F3FE	kiss: person, person, medium-light skin tone, medium-dark skin tone
1F9D1_1F3FC_200D_2764_200D_1F48B_200D_1F9D1_1F3FF	kiss: person, person, medium-light skin tone, dark skin tone
1F9D1_1F3FC_200D_2764_200D_1F9D1_1F3FB	couple with heart: person, person, medium-light skin tone, light skin tone
1F9D1_1F3FC_200D_2764_200D_1F9D1_1F3FD	couple with heart: person, person, medium-light skin tone, medium skin tone
1F9D1_1F3FC_200D_2764_200D_1F9D1_1F3FE	couple with heart: person, person, medium-light skin tone, medium-dark skin tone
1F9D1_1F3FC_200D_2764_200D_1F9D1_1F3FF	couple with heart: person, person, medium-light skin tone, dark skin tone
1F9D1_1F3FC_200D_1F33E	farmer: medium-light skin tone
1F9D1_1F3FC_200D_1F373	cook: medium-light skin tone
1F9D1_1F3FC_200D_1F37C	person feeding baby: medium-light skin tone
1F9D1_1F3FC_200D_1F384	Mx Claus: medium-light skin tone
1F9D1_1F3FC_200D_1F393	student: medium-light skin tone
1F9D1_1F3FC_200D_1F3A4	singer: medium-light skin tone
1F9D1_1F3FC_200D_1F3A8	artist: medium-light skin tone
1F9D1_1F3FC_200D_1F3EB	teacher: medium-light skin tone
1F9D1_1F3FC_200D_1F3ED	factory worker: medium-light skin tone
1F9D1_1F3FC_200D_1F430_200D_1F9D1_1F3FB	people with bunny ears: medium-light skin tone, light skin tone
1F9D1_1F3FC_200D_1F430_200D_1F9D1_1F3FD	people with bunny ears: medium-light skin tone, medium skin tone
1F9D1_1F3FC_200D_1F430_200D_1F9D1_1F3FE	people with bunny ears: medium-light skin tone, medium-dark skin tone
1F9D1_1F3FC_200D_1F430_200D_1F9D1_1F3FF	people with bunny ears: medium-light skin tone, dark skin tone
1F9D1_1F3FC_200D_1F4BB	technologist: medium-light skin tone
1F9D1_1F3FC_200D_1F4BC	office worker: medium-light skin tone
1F9D1_1F3FC_200D_1F527	mechanic: medium-light skin tone
1F9D1_1F3FC_200D_1F52C	scientist: medium-light skin tone
1F9D1_1F3FC_200D_1F680	astronaut: medium-light skin tone
1F9D1_1F3FC_200D_1F692	firefighter: medium-light skin tone
1F9D1_1F3FC_200D_1F91D_200D_1F9D1_1F3FB	people holding hands: medium-light skin tone, light skin tone
1F9D1_1F3FC_200D_1F91D_200D_1F9D1_1F3FC	people holding hands: medium-light skin tone
1F9D1_1F3FC_200D_1F91D_200D_1F9D1_1F3FD	people holding hands: medium-light skin tone, medium skin tone
1F9D1_1F3FC_200D_1F91D_200D_1F9D1_1F3FE	people holding hands: medium-light skin tone, medium-dark skin tone
1F9D1_1F3FC_200D_1F91D_200D_1F9D1_1F3FF	people holding hands: medium-light skin tone, dark skin tone
1F9D1_1F3FC_200D_1F9AF	person with white cane: medium-light skin tone
1F9D1_1F3FC_200D_1F9AF_200D_27A1	person with white cane: medium-light skin tone, facing right
1F9D1_1F3FC_200D_1F9B0	person: medium-light skin tone, red hair
1F9D1_1F3FC_200D_1F9B1	person: medium-light skin tone, curly hair
1F9D1_1F3FC_200D_1F9B2	person: medium-light skin tone, bald
1F9D1_1F3FC_200D_1F9B3	person: medium-light skin tone, white hair
1F9D1_1F3FC_200D_1F9BC	person in motorized wheelchair: medium-light skin tone
1F9D1_1F3FC_200D_1F9BC_200D_27A1	person in motorized wheelchair: medium-light skin tone, facing right
1F9D1_1F3FC_200D_1F9BD	person in manual wheelchair: medium-light skin tone
1F9D1_1F3FC_200D_1F9BD_200D_27A1	person in manual wheelchair: medium-light skin tone, facing right
1F9D1_1F3FC_200D_1FA70	ballet dancer: medium-light skin tone
1F9D1_1F3FC_200D_1FAEF_200D_1F9D1_1F3FB	people wrestling: medium-light skin tone, light skin tone
1F9D1_1F3FC_200D_1FAEF_200D_1F9D1_1F3FD	people wrestling: medium-light skin tone, medium skin tone
1F9D1_1F3FC_200D_1FAEF_200D_1F9D1_1F3FE	people wrestling: medium-light skin tone, medium-dark skin tone
1F9D1_1F3FC_200D_1FAEF_200D_1F9D1_1F3FF	people wrestling: medium-light skin tone, dark skin tone
1F9D1_1F3FD	person: medium skin tone
1F9D1_1F3FD_200D_2695	health worker: medium skin tone
1F9D1_1F3FD_200D_2696	judge: medium skin tone
1F9D1_1F3FD_200D_2708	pilot: medium skin tone
1F9D1_1F3FD_200D_2764_200D_1F48B_200D_1F9D1_1F3FB	kiss: person, person, medium skin tone, light skin tone
1F9D1_1F3FD_200D_2764_200D_1F48B_200D_1F9D1_1F3FC	kiss: person, person, medium skin tone, medium-light skin tone
1F9D1_1F3FD_200D_2764_200D_1F48B_200D_1F9D1_1F3FE	kiss: person, person, medium skin tone, medium-dark skin tone
1F9D1_1F3FD_200D_2764_200D_1F48B_200D_1F9D1_1F3FF	kiss: person, person, medium skin tone, dark skin tone
1F9D1_1F3FD_200D_2764_200D_1F9D1_1F3FB	couple with heart: person, person, medium skin tone, light skin tone
1F9D1_1F3FD_200D_2764_200D_1F9D1_1F3FC	couple with heart: person, person, medium skin tone, medium-light skin tone
1F9D1_1F3FD_200D_2764_200D_1F9D1_1F3FE	couple with heart: person, person, medium skin tone, medium-dark skin tone
1F9D1_1F3FD_200D_2764_200D_1F9D1_1F3FF	couple with heart: person, person, medium skin tone, dark skin tone
1F9D1_1F3FD_200D_1F33E	farmer: medium skin tone
1F9D1_1F3FD_200D_1F373	cook: medium skin tone
1F9D1_1F3FD_200D_1F37C	person feeding baby: medium skin tone
1F9D1_1F3FD_200D_1F384	Mx Claus: medium skin tone
1F9D1_1F3FD_200D_1F393	student: medium skin tone
1F9D1_1F3FD_200D_1F3A4	singer: medium skin tone
1F9D1_1F3FD_200D_1F3A8	artist: medium skin tone
1F9D1_1F3FD_200D_1F3EB	teacher: medium skin tone
1F9D1_1F3FD_200D_1F3ED	factory worker: medium skin tone
1F9D1_1F3FD_200D_1F430_200D_1F9D1_1F3FB	people with bunny ears: medium skin tone, light skin tone
1F9D1_1F3FD_200D_1F430_200D_1F9D1_1F3FC	people with bunny ears: medium skin tone, medium-light skin tone
1F9D1_1F3FD_200D_1F430_200D_1F9D1_1F3FE	people with bunny ears: medium skin tone, medium-dark skin tone
1F9D1_1F3FD_200D_1F430_200D_1F9D1_1F3FF	people with bunny ears: medium skin tone, dark skin tone
1F9D1_1F3FD_200D_1F4BB	technologist: medium skin tone
1F9D1_1F3FD_200D_1F4BC	office worker: medium skin tone
1F9D1_1F3FD_200D_1F527	mechanic: medium skin tone
1F9D1_1F3FD_200D_1F52C	scientist: medium skin tone
1F9D1_1F3FD_200D_1F680	astronaut: medium skin tone
1F9D1_1F3FD_200D_1F692	firefighter: medium skin tone
1F9D1_1F3FD_200D_1F91D_200D_1F9D1_1F3FB	people holding hands: medium skin tone, light skin tone
1F9D1_1F3FD_200D_1F91D_200D_1F9D1_1F3FC	people holding hands: medium skin tone, medium-light skin tone
1F9D1_1F3FD_200D_1F91D_200D_1F9D1_1F3FD	people holding hands: medium skin tone
1F9D1_1F3FD_200D_1F91D_200D_1F9D1_1F3FE	people holding hands: medium skin tone, medium-dark skin tone
1F9D1_1F3FD_200D_1F91D_200D_1F9D1_1F3FF	people holding hands: medium skin tone, dark skin tone
1F9D1_1F3FD_200D_1F9AF	person with white cane: medium skin tone
1F9D1_1F3FD_200D_1F9AF_200D_27A1	person with white cane: medium skin tone, facing right
1F9D1_1F3FD_200D_1F9B0	person: medium skin tone, red hair
1F9D1_1F3FD_200D_1F9B1	person: medium skin tone, curly hair
1F9D1_1F3FD_200D_1F9B2	person: medium skin tone, bald
1F9D1_1F3FD_200D_1F9B3	person: medium skin tone, white hair
1F9D1_1F3FD_200D_1F9BC	person in motorized wheelchair: medium skin tone
1F9D1_1F3FD_200D_1F9BC_200D_27A1	person in motorized wheelchair: medium skin tone, facing right
1F9D1_1F3FD_200D_1F9BD	person in manual wheelchair: medium skin tone
1F9D1_1F3FD_200D_1F9BD_200D_27A1	person in manual wheelchair: medium skin tone, facing right
1F9D1_1F3FD_200D_1FA70	ballet dancer: medium skin tone
1F9D1_1F3FD_200D_1FAEF_200D_1F9D1_1F3FB	people wrestling: medium skin tone, light skin tone
1F9D1_1F3FD_200D_1FAEF_200D_1F9D1_1F3FC	people wrestling: medium skin tone, medium-light skin tone
1F9D1_1F3FD_200D_1FAEF_200D_1F9D1_1F3FE	people wrestling: medium skin tone, medium-dark skin tone
1F9D1_1F3FD_200D_1FAEF_200D_1F9D1_1F3FF	people wrestling: medium skin tone, dark skin tone
1F9D1_1F3FE	person: medium-dark skin tone
1F9D1_1F3FE_200D_2695	health worker: medium-dark skin tone
1F9D1_1F3FE_200D_2696	judge: medium-dark skin tone
1F9D1_1F3FE_200D_2708	pilot: medium-dark skin tone
1F9D1_1F3FE_200D_2764_200D_1F48B_200D_1F9D1_1F3FB	kiss: person, person, medium-dark skin tone, light skin tone
